EA1	0	1330	0
EA1	0	311924	2
EA1	0	26344	0
EA1	0	341671	2
EA1	0	33994	2
EA1	0	706066	2
EA1	0	586400	2
EA1	0	741328	2
EA1	0	741335	2
EA1	0	750253	2
EA1	0	575166	2
EA1	0	597381	2
EA1	0	683061	2
EA1	0	523385	0
EA1	0	143509	2
EA1	0	149108	2
EA1	0	152784	2
EA1	0	583209	2
EA1	0	685537	2
EA1	0	393835	2
EA1	0	437878	2
EA1	0	662912	2
EA1	0	228603	2
EA1	0	476233	2
EA1	0	198107	0
EA1	0	489469	0
EA1	0	520185	2
EA1	0	490095	0
EA1	0	103499	0
EA1	0	587918	2
EA1	0	301974	2
EA1	0	310477	2
EA1	0	317552	0
EA1	0	318227	2
EA1	0	323810	2
EA1	0	353184	0
EA1	0	359532	0
EA1	0	366550	0
EA1	0	391714	2
EA1	0	395862	2
EA1	0	413442	0
EA1	0	440768	2
EA1	0	449857	2
EA1	0	471708	0
EA1	0	479188	0
EA1	0	480699	2
EA1	0	482692	2
EA1	0	495172	0
EA1	0	498354	2
EA1	0	514941	0
EA1	0	575181	0
EA1	0	530521	0
EA1	0	560927	2
EA1	0	574324	2
EA1	0	577787	2
EA1	0	581747	2
EA1	0	588323	2
EA1	0	596113	0
