EA3	0	663483	1
EA3	0	102484	0
EA3	0	675269	0
EA3	0	103976	0
EA3	0	739259	1
EA3	0	113628	0
EA3	0	681245	0
EA3	0	119283	1
EA3	0	11983	0
EA3	0	120789	0
EA3	0	121616	1
EA3	0	125569	1
EA3	0	125672	0
EA3	0	132039	0
EA3	0	133555	0
EA3	0	141967	0
EA3	0	137505	1
EA3	0	137574	0
EA3	0	687066	0
EA3	0	157174	1
EA3	0	141658	0
EA3	0	1435	1
EA3	0	146298	0
EA3	0	147069	1
EA3	0	148603	1
EA3	0	160384	0
EA3	0	160769	1
EA3	0	154718	1
EA3	0	156036	0
EA3	0	156319	1
EA3	0	733891	1
EA3	0	156885	1
EA3	0	15911	1
EA3	0	293687	1
EA3	0	323836	1
EA3	0	160867	1
EA3	0	393771	1
EA3	0	356013	0
EA3	0	166425	0
EA3	0	658091	1
EA3	0	168608	0
EA3	0	502933	1
EA3	0	172808	0
EA3	0	176593	0
EA3	0	331935	0
EA3	0	178360	0
EA3	0	183208	0
EA3	0	585142	0
EA3	0	185482	0
EA3	0	554962	1
EA3	0	188064	1
EA3	0	191014	0
EA3	0	552731	0
EA3	0	194463	1
EA3	0	196026	0
EA3	0	573561	0
EA3	0	720850	0
EA3	0	213449	1
EA3	0	327677	0
EA3	0	22223	1
EA3	0	395922	1
EA3	0	236067	1
EA3	0	238299	0
EA3	0	241686	0
EA3	0	247891	0
EA3	0	470210	0
EA3	0	252795	0
EA3	0	252811	0
EA3	0	253569	1
EA3	0	696855	0
EA3	0	422521	1
EA3	0	327325	1
EA3	0	259947	1
EA3	0	147491	1
EA3	0	260690	0
EA3	0	261558	0
EA3	0	263939	0
EA3	0	265660	1
EA3	0	636929	1
EA3	0	268047	0
EA3	0	273593	0
EA3	0	303531	1
EA3	0	19753	0
EA3	0	279058	1
EA3	0	746085	1
EA3	0	281148	1
EA3	0	283917	1
