EA4	0	549744	0
EA4	0	739259	1
EA4	0	718250	1
EA4	0	114738	0
EA4	0	119854	0
EA4	0	122227	0
EA4	0	329448	0
EA4	0	716329	0
EA4	0	640173	0
EA4	0	141967	0
EA4	0	137505	1
EA4	0	140750	0
EA4	0	1435	1
EA4	0	144766	0
EA4	0	146728	0
EA4	0	147069	1
EA4	0	147073	1
EA4	0	141491	1
EA4	0	160384	1
EA4	0	160769	1
EA4	0	293687	1
EA4	0	323836	1
EA4	0	393771	1
EA4	0	80790	0
EA4	0	585940	0
EA4	0	659642	0
EA4	0	483746	0
EA4	0	552731	0
EA4	0	468729	0
EA4	0	211865	2
EA4	0	329387	0
EA4	0	546987	1
EA4	0	243865	0
EA4	0	422521	1
EA4	0	327325	1
EA4	0	258317	0
EA4	0	260630	0
EA4	0	285920	0
EA4	0	26353	0
EA4	0	263939	0
EA4	0	266368	0
EA4	0	271140	0
EA4	0	278849	0
EA4	0	283917	1
EA4	0	286674	1
EA4	0	292910	1
EA4	0	582933	0
EA4	0	303539	0
EA4	0	407806	0
EA4	0	300056	0
EA4	0	300679	1
EA4	0	300710	1
EA4	0	304268	0
EA4	0	583160	0
EA4	0	462240	1
EA4	0	386799	0
EA4	0	317382	1
EA4	0	318932	1
EA4	0	447730	1
EA4	0	372127	0
EA4	0	332965	0
EA4	0	347312	1
EA4	0	353923	0
EA4	0	355235	0
EA4	0	358077	1
EA4	0	358150	1
EA4	0	362943	1
EA4	0	363062	0
EA4	0	363637	1
EA4	0	365719	1
EA4	0	367851	0
EA4	0	367885	0
EA4	0	669166	0
EA4	0	673937	0
EA4	0	530970	0
EA4	0	393841	0
EA4	0	402122	0
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
