EA5	0	106251	2
EA5	0	1154	2
EA5	0	136038	2
EA5	0	138453	2
EA5	0	142459	2
EA5	0	146452	2
EA5	0	160810	2
EA5	0	163832	2
EA5	0	165619	2
EA5	0	16640	2
EA5	0	178394	2
EA5	0	184086	2
EA5	0	185681	2
EA5	0	19358	2
EA5	0	193646	2
EA5	0	199037	2
EA5	0	211992	2
EA5	0	216818	2
EA5	0	217631	2
EA5	0	218394	2
EA5	0	221638	2
EA5	0	22281	2
EA5	0	227072	2
EA5	0	331199	2
EA5	0	244886	2
EA5	0	252878	2
EA5	0	281230	2
EA5	0	585914	2
EA5	0	295246	2
EA5	0	298003	2
EA5	0	300108	2
EA5	0	305596	2
EA5	0	308509	2
EA5	0	312028	2
EA5	0	312761	2
EA5	0	328145	2
EA5	0	336837	2
EA5	0	342805	2
EA5	0	343526	2
EA5	0	352648	2
EA5	0	361020	2
EA5	0	361676	2
EA5	0	381363	2
EA5	0	388969	2
EA5	0	3909	2
EA5	0	39229	2
EA5	0	393169	2
EA5	0	393255	2
EA5	0	409143	2
EA5	0	414948	2
EA5	0	426150	2
EA5	0	428905	2
EA5	0	44015	2
EA5	0	442881	2
EA5	0	455552	2
EA5	0	459718	2
EA5	0	465734	2
EA5	0	479316	2
EA5	0	48052	2
EA5	0	481832	2
EA5	0	492830	2
EA5	0	494297	2
EA5	0	496267	2
EA5	0	4982	2
EA5	0	504692	2
EA5	0	507888	2
EA5	0	512237	2
EA5	0	516302	2
EA5	0	522650	2
EA5	0	527038	2
EA5	0	533445	2
EA5	0	535882	2
EA5	0	538275	2
EA5	0	557489	2
EA5	0	559436	2
EA5	0	565495	2
EA5	0	567900	2
EA5	0	1074	2
EA5	0	572613	2
EA5	0	574296	2
EA5	0	575091	2
EA5	0	582361	2
EA5	0	583059	2
EA5	0	585883	2
EA5	0	595506	2
EA5	0	601061	2
EA5	0	601063	2
EA5	0	603450	2
EA5	0	603822	2
EA5	0	604695	2
EA5	0	613066	2
EA5	0	615472	2
EA5	0	617493	2
EA5	0	618707	2
